2025-08-17,gpt-4o,PyIR,detailed,0,False,0,"[1, 5]","[[[1, 5]]]"
2025-08-17,gpt-4o,PyIR,detailed,1,False,0,"[2, 5]","[[[1, 0], [2, 5]]]"
2025-08-17,gpt-4o,PyIR,detailed,2,False,0,"[1, 5]","[[[1, 5]]]"
2025-08-17,gpt-4o,PyIR,detailed,3,False,1,"[5, 0]","[[[1, 0], [2, 0]], [[1, 1], [2, 0], [3, 0], [4, 0], [5, 0]]]"
2025-08-17,gpt-4o,PyIR,detailed,4,False,0,"[1, 5]","[[[1, 5]]]"
2025-08-17,gpt-4o,baseline,detailed,0,True,14,1,"[[1], [1], [1], [1, 2], [1], [1], [1], [1, 2, 3], [1, 2], [1], [1], [1, 2], [1], [1], [1]]"
2025-08-17,gpt-4o,baseline,detailed,1,False,19,2,"[[1], [1], [1], [1, 2, 3], [1], [1], [1], [1, 2], [1], [1], [1, 2], [1], [1], [1], [1, 2], [1], [1], [1, 2], [1], [1, 2]]"
2025-08-17,gpt-4o,baseline,detailed,2,False,19,1,"[[1], [1], [1], [1, 2], [1], [1], [1], [1], [1], [1], [1, 2], [1], [1], [1], [1], [1, 2], [1], [1], [1], [1]]"
2025-08-17,gpt-4o,baseline,detailed,3,False,3,5,"[[1], [1], [1], [1, 2, 3, 4, 5]]"
2025-08-17,gpt-4o,baseline,detailed,4,True,13,1,"[[1], [1], [1], [1, 2, 3, 4], [1], [1], [1], [1], [1], [1], [1, 2], [1, 2], [1], [1]]"
2025-08-17,gpt-4o,PDDL,detailed,0,False,0,"[1, 5]","[[[1, 5]]]"
2025-08-17,gpt-4o,PDDL,detailed,1,True,3,"[2, 0]","[[[1, 1]], [[1, 0], [2, 1]], [[1, 1]], [[1, 3], [2, 0]]]"
2025-08-17,gpt-4o,PDDL,detailed,2,False,2,"[1, 5]","[[[1, 1]], [[1, 0]], [[1, 5]]]"
2025-08-17,gpt-4o,PDDL,detailed,3,False,1,"[5, 0]","[[[1, 0]], [[1, 0], [2, 0], [3, 5], [4, 0], [5, 0]]]"
2025-08-17,gpt-4o,PDDL,detailed,4,False,4,"[5, 0]","[[[1, 0]], [[1, 1]], [[1, 1], [2, 0], [3, 0]], [[1, 1], [2, 0], [3, 0]], [[1, 4], [2, 0], [3, 0], [4, 0], [5, 0]]]"
