2025-09-30,gpt-5-nano-2025-08-07,baseline,detailed,0,False,170.08947157859802,19,1,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
2025-09-30,gpt-5-nano-2025-08-07,baseline,detailed,1,True,65.03548192977905,9,1,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
2025-09-30,gpt-5-nano-2025-08-07,baseline,detailed,2,False,165.81554651260376,19,1,"[[1], [1], [1], [1], [1, 2], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
2025-09-30,gpt-5-nano-2025-08-07,baseline,detailed,4,False,147.63344597816467,19,1,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
2025-09-30,gpt-5-nano-2025-08-07,baseline,detailed,5,True,40.271931886672974,5,1,"[[1], [1], [1], [1], [1], [1]]"
2025-09-30,gpt-5-nano-2025-08-07,baseline,detailed,6,False,166.6513466835022,19,1,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1, 2], [1], [1], [1], [1], [1], [1], [1], [1]]"
2025-09-30,gpt-5-nano-2025-08-07,baseline,detailed,7,True,4.616605997085571,0,1,[[1]]
2025-09-30,gpt-5-nano-2025-08-07,baseline,detailed,8,False,152.01388454437256,19,1,"[[1], [1], [1], [1, 2], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
2025-09-30,gpt-5-nano-2025-08-07,baseline,detailed,10,True,8.520658254623413,1,1,"[[1], [1]]"
2025-09-30,gpt-5-nano-2025-08-07,baseline,detailed,11,True,13.983693838119507,2,1,"[[1], [1], [1]]"
2025-09-30,gpt-5-nano-2025-08-07,baseline,detailed,12,False,153.65550780296326,19,1,"[[1], [1, 2], [1], [1], [1, 2], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
2025-09-30,gpt-5-nano-2025-08-07,baseline,detailed,14,False,170.66364455223083,19,1,"[[1], [1], [1, 2], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1, 2], [1], [1]]"
2025-09-30,gpt-5-nano-2025-08-07,baseline,detailed,15,False,155.59911370277405,19,1,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
2025-09-30,gpt-5-nano-2025-08-07,baseline,detailed,16,True,181.51746153831482,16,2,"[[1], [1], [1], [1], [1], [1], [1, 2], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1, 2]]"
2025-09-30,gpt-5-nano-2025-08-07,baseline,detailed,17,True,140.72203993797302,17,1,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
2025-09-30,gpt-5-nano-2025-08-07,baseline,detailed,18,False,143.57641792297363,19,1,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1, 2], [1, 2], [1]]"
2025-09-30,gpt-5-nano-2025-08-07,baseline,detailed,19,True,66.90710234642029,9,1,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
2025-09-30,gpt-5-nano-2025-08-07,baseline,detailed,20,True,17.118794918060303,1,2,"[[1], [1, 2]]"
2025-09-30,gpt-5-nano-2025-08-07,baseline,detailed,21,True,105.8334858417511,16,1,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
2025-09-30,gpt-5-nano-2025-08-07,baseline,detailed,22,True,121.22523665428162,14,1,"[[1], [1], [1, 2], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
